CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment
15344,1,26,563.94,1,2,3,123,Inactive
15345,46,20,393.54,3,2,2,322,Inactive
15346,333,17,252.42000000000002,5,2,2,522,Inactive
15347,366,5,201.60000000000002,5,1,1,511,Inactive
15348,72,9,158.04,3,1,1,311,Inactive
15349,158,71,463.90999999999997,4,4,2,442,Potential Loyalists
15350,373,5,115.65,5,1,1,511,Inactive
15351,12,219,1934.66,1,5,4,154,Inactive
15353,255,61,770.12,5,4,3,543,Consistent Buyers
15355,29,14,277.05,2,2,2,222,Inactive
15356,31,499,2718.03,2,5,5,255,Potential Loyalists
15358,5,551,8347.2,1,5,5,155,Inactive
15360,40,13,427.93,3,1,2,312,Inactive
15361,362,7,418.92,5,1,2,512,Inactive
15363,373,16,326.0,5,2,2,522,Inactive
15364,96,29,913.19,4,2,3,423,Inactive
15365,26,114,2314.32,2,4,5,245,Potential Loyalists
15366,75,44,602.51,4,3,3,433,Potential Loyalists
15367,57,95,1877.59,3,4,4,344,Consistent Buyers
15368,21,4,446.94000000000005,2,1,2,212,Inactive
15370,41,94,2386.05,3,4,5,345,Consistent Buyers
15372,137,27,2007.3999999999999,4,2,4,424,Inactive
15373,8,132,2415.91,1,5,5,155,Inactive
15374,129,3,168.0,4,1,1,411,Inactive
15376,40,116,1221.56,3,4,4,344,Consistent Buyers
15379,169,194,3703.29,4,5,5,455,VIP
15380,9,36,1690.2600000000002,1,3,4,134,Inactive
15381,214,8,596.85,5,1,3,513,Inactive
15382,15,302,5955.71,2,5,5,255,Potential Loyalists
15384,170,41,642.41,4,3,3,433,Potential Loyalists
15385,40,12,316.88,3,1,2,312,Inactive
15386,186,31,394.14,5,3,2,532,Potential Loyalists
15388,270,10,140.54,5,1,1,511,Inactive
15389,172,1,500.0,4,1,3,413,Inactive
15392,5,84,1535.53,1,4,4,144,Inactive
15393,16,12,231.86,2,1,1,211,Inactive
15394,10,85,2183.54,1,4,5,145,Inactive
15395,326,7,107.45,5,1,1,511,Inactive
15396,113,14,288.18,4,2,2,422,Inactive
15397,290,6,94.0,5,1,1,511,Inactive
15398,16,73,1345.53,2,4,4,244,Potential Loyalists
15399,1,50,815.77,1,3,3,133,Inactive
15400,92,12,716.2,4,1,3,413,Inactive
15402,149,42,626.77,4,3,3,433,Potential Loyalists
15405,189,8,349.1,5,1,2,512,Inactive
15406,31,53,510.71000000000004,2,3,3,233,Potential Loyalists
15407,34,148,1046.74,3,5,4,354,Consistent Buyers
15408,264,34,267.18,5,3,2,532,Potential Loyalists
15410,84,122,3450.84,4,5,5,455,VIP
15411,26,98,1348.93,2,4,4,244,Potential Loyalists
15412,171,10,190.53,4,1,1,411,Inactive
15414,10,39,774.9000000000001,1,3,3,133,Inactive
15415,313,47,559.61,5,3,3,533,Potential Loyalists
15416,65,192,3984.32,3,5,5,355,Consistent Buyers
15417,85,28,508.8,4,2,3,423,Inactive
15419,25,8,135.86,2,1,1,211,Inactive
15421,59,53,950.36,3,3,4,334,Potential Loyalists
15422,323,6,97.7,5,1,1,511,Inactive
15423,38,2,43.5,3,1,1,311,Inactive
15424,254,17,383.34,5,2,2,522,Inactive
15426,19,275,1404.07,2,5,4,254,Potential Loyalists
15427,33,292,1430.54,2,5,4,254,Potential Loyalists
15428,15,6,93.78,2,1,1,211,Inactive
15429,27,82,397.35,2,4,2,242,Potential Loyalists
15432,23,10,171.19,2,1,1,211,Inactive
15433,214,41,533.3,5,3,3,533,Potential Loyalists
15434,8,55,1041.48,1,3,4,134,Inactive
15435,22,29,149.29,2,2,1,221,Inactive
15436,12,291,1067.75,1,5,4,154,Inactive
15437,262,45,200.16,5,3,1,531,Inactive
15438,131,25,156.57999999999998,4,2,1,421,Inactive
15440,55,62,383.68,3,4,2,342,Potential Loyalists
15442,249,2,594.0,5,1,3,513,Inactive
15443,2,372,3213.59,1,5,5,155,Inactive
15444,9,214,1411.21,1,5,4,154,Inactive
15445,264,5,113.5,5,1,1,511,Inactive
15447,331,9,155.17,5,1,1,511,Inactive
15448,313,28,494.64,5,2,3,523,Inactive
15449,26,60,974.52,2,4,4,244,Potential Loyalists
15450,30,30,429.84,2,3,2,232,Potential Loyalists
15452,30,56,528.48,2,3,3,233,Potential Loyalists
15453,2,279,1371.77,1,5,4,154,Inactive
15454,362,25,179.1,5,2,1,521,Inactive
15456,283,58,434.59000000000003,5,4,2,542,Potential Loyalists
15457,262,58,237.07,5,4,1,541,Inactive
15458,25,7,161.64,2,1,1,211,Inactive
15460,354,56,214.26,5,3,1,531,Inactive
15462,94,11,234.6,4,1,1,411,Inactive
15463,29,7,126.14,2,1,1,211,Inactive
15464,338,155,1044.65,5,5,4,554,VIP
15465,20,97,7354.62,2,4,5,245,Potential Loyalists
15466,85,57,334.53,4,3,2,432,Potential Loyalists
15467,9,52,524.88,1,3,3,133,Inactive
15468,51,24,467.51,3,2,2,322,Inactive
15469,50,24,538.55,3,2,3,323,Inactive
15471,2,73,454.48,1,4,2,142,Inactive
15472,113,76,371.56,4,4,2,442,Potential Loyalists
15473,14,11,1771.2,2,1,4,214,Inactive
15475,77,29,454.10999999999996,4,2,2,422,Inactive
15478,40,44,1399.92,3,3,4,334,Potential Loyalists
15480,116,45,905.5,4,3,3,433,Potential Loyalists
15482,16,97,10879.76,2,4,5,245,Potential Loyalists
15483,161,84,225.26,4,4,1,441,Inactive
15484,1,187,3590.41,1,5,5,155,Inactive
15485,30,85,2564.5,2,4,5,245,Potential Loyalists
15488,93,2,91.32000000000001,4,1,1,411,Inactive
15489,23,50,1134.28,2,3,4,234,Potential Loyalists
15491,95,154,3100.09,4,5,5,455,VIP
15492,28,35,659.4599999999999,2,3,3,233,Potential Loyalists
15493,33,289,1953.41,2,5,4,254,Potential Loyalists
15494,21,122,1280.58,2,5,4,254,Potential Loyalists
15497,18,15,1262.2,2,2,4,224,Inactive
15498,3,512,13316.4,1,5,5,155,Inactive
15500,8,68,1131.56,1,4,4,144,Inactive
15502,16,213,10384.93,2,5,5,255,Potential Loyalists
15503,363,66,141.04,5,4,1,541,Inactive
15504,81,13,52.83,4,1,1,411,Inactive
15505,53,97,3610.96,3,4,5,345,Consistent Buyers
15506,23,161,972.08,2,5,4,254,Potential Loyalists
15507,172,45,475.86,4,3,2,432,Potential Loyalists
15508,189,92,1000.27,5,4,4,544,VIP
15510,331,1,250.0,5,1,2,512,Inactive
15511,12,158,900.53,1,5,3,153,Inactive
15512,156,7,121.0,4,1,1,411,Inactive
15513,33,308,14758.220000000001,2,5,5,255,Potential Loyalists
15514,12,166,4023.7200000000003,1,5,5,155,Inactive
15516,45,15,62.43,3,2,1,321,Inactive
15517,233,27,267.03,5,2,2,522,Inactive
15518,64,210,1921.55,3,5,4,354,Consistent Buyers
15520,2,18,343.5,1,2,2,122,Inactive
15521,40,185,3000.2,3,5,5,355,Consistent Buyers
15522,33,56,397.99,2,3,2,232,Potential Loyalists
15523,84,10,412.01000000000005,4,1,2,412,Inactive
15524,25,1,440.0,2,1,2,212,Inactive
15525,2,156,734.37,1,5,3,153,Inactive
15526,33,4,148.44,2,1,1,211,Inactive
15527,19,162,2428.53,2,5,5,255,Potential Loyalists
15528,254,26,229.33,5,2,1,521,Inactive
15529,23,662,3962.6,2,5,5,255,Potential Loyalists
15530,22,107,1497.31,2,4,4,244,Potential Loyalists
15531,8,219,1972.39,1,5,4,154,Inactive
15532,25,251,1564.73,2,5,4,254,Potential Loyalists
15533,19,83,807.57,2,4,3,243,Potential Loyalists
15535,173,72,502.9,4,4,3,443,Consistent Buyers
15537,163,24,110.92,4,2,1,421,Inactive
15539,7,41,538.46,1,3,3,133,Inactive
15540,11,15,213.3,1,2,1,121,Inactive
15541,114,29,85.13000000000001,4,2,1,421,Inactive
15543,288,28,127.86,5,2,1,521,Inactive
15544,9,259,3546.71,1,5,5,155,Inactive
15545,54,80,288.96999999999997,3,4,2,342,Potential Loyalists
15547,7,695,4910.6,1,5,5,155,Inactive
15549,77,114,1681.46,4,4,4,444,VIP
15550,4,61,575.63,1,4,3,143,Inactive
15551,37,29,436.06,3,2,2,322,Inactive
15552,217,17,90.12,5,2,1,521,Inactive
15553,60,55,428.93,3,3,2,332,Potential Loyalists
15554,278,14,217.2,5,2,1,521,Inactive
15555,12,887,4794.86,1,5,5,155,Inactive
15556,24,31,279.77,2,3,2,232,Potential Loyalists
15557,29,19,468.91,2,2,2,222,Inactive
15561,12,27,800.59,1,2,3,123,Inactive
15562,352,1,134.55,5,1,1,511,Inactive
15563,22,113,1400.44,2,4,4,244,Potential Loyalists
15565,50,8,173.16,3,1,1,311,Inactive
15567,19,7,186.01,2,1,1,211,Inactive
15568,3,53,758.29,1,3,3,133,Inactive
15569,104,31,1375.71,4,3,4,434,Potential Loyalists
15570,7,319,4148.82,1,5,5,155,Inactive
15571,12,57,650.4300000000001,1,3,3,133,Inactive
15572,5,212,2533.42,1,5,5,155,Inactive
15573,32,97,591.1899999999999,2,4,3,243,Potential Loyalists
15574,178,152,675.64,4,5,3,453,Consistent Buyers
15576,38,43,921.37,3,3,3,333,Potential Loyalists
15577,151,39,258.88,4,3,2,432,Potential Loyalists
15578,162,13,127.1,4,1,1,411,Inactive
15579,69,48,327.6,3,3,2,332,Potential Loyalists
15581,121,147,3675.77,4,5,5,455,VIP
15582,25,44,682.9100000000001,2,3,3,233,Potential Loyalists
15584,24,122,720.86,2,5,3,253,Potential Loyalists
15585,177,31,455.3,4,3,2,432,Potential Loyalists
15587,50,9,913.6800000000001,3,1,3,313,Inactive
15589,256,29,478.53000000000003,5,2,2,522,Inactive
15592,47,24,388.58,3,2,2,322,Inactive
15593,71,5,199.8,3,1,1,311,Inactive
15594,16,103,1771.78,2,4,4,244,Potential Loyalists
15596,101,77,1406.59,4,4,4,444,VIP
15597,35,22,324.57,3,2,2,322,Inactive
15598,53,14,240.68,3,2,1,321,Inactive
15599,27,52,761.74,2,3,3,233,Potential Loyalists
15601,11,410,6776.56,1,5,5,155,Inactive
15602,8,47,1297.8700000000001,1,3,4,134,Inactive
15603,79,2,48.480000000000004,4,1,1,411,Inactive
15604,52,17,216.39,3,2,1,321,Inactive
15605,36,67,1198.23,3,4,4,344,Consistent Buyers
15606,61,77,2920.16,3,4,5,345,Consistent Buyers
15607,337,13,104.76,5,1,1,511,Inactive
15608,28,60,1093.68,2,4,4,244,Potential Loyalists
15609,184,16,298.48,5,2,2,522,Inactive
15610,52,6,112.46000000000001,3,1,1,311,Inactive
15611,10,43,1591.45,1,3,4,134,Inactive
15612,36,6,195.15,3,1,1,311,Inactive
15615,10,423,10399.74,1,5,5,155,Inactive
15618,33,45,776.851,2,3,3,233,Potential Loyalists
15619,11,3,336.40000000000003,1,1,2,112,Inactive
15620,57,100,1553.18,3,4,4,344,Consistent Buyers
15621,4,16,1293.03,1,2,4,124,Inactive
15622,43,185,3709.56,3,5,5,355,Consistent Buyers
15623,141,19,301.03,4,2,2,422,Inactive
15624,117,34,588.13,4,3,3,433,Potential Loyalists
15625,104,64,1534.26,4,4,4,444,VIP
15626,75,49,675.8,4,3,3,433,Potential Loyalists
15628,5,155,2870.2400000000002,1,5,5,155,Inactive
15630,45,60,1186.35,3,4,4,344,Consistent Buyers
15632,16,167,3285.31,2,5,5,255,Potential Loyalists
15634,17,15,243.55,2,2,1,221,Inactive
15636,90,25,724.76,4,2,3,423,Inactive
15637,53,15,223.36,3,2,1,321,Inactive
15639,134,25,425.32,4,2,2,422,Inactive
15640,4,476,12416.11,1,5,5,155,Inactive
15641,105,119,1887.2,4,4,4,444,VIP
15643,192,33,664.0,5,3,3,533,Potential Loyalists
15644,166,232,803.54,4,5,3,453,Consistent Buyers
15645,19,52,612.01,2,3,3,233,Potential Loyalists
15646,158,35,447.64000000000004,4,3,2,432,Potential Loyalists
15648,204,24,639.5,5,2,3,523,Inactive
15649,336,2,816.0,5,1,3,513,Inactive
15651,37,32,646.3,3,3,3,333,Potential Loyalists
15652,91,21,337.74,4,2,2,422,Inactive
15653,93,6,877.4399999999999,4,1,3,413,Inactive
15654,9,21,922.53,1,2,3,123,Inactive
15655,243,34,560.67,5,3,3,533,Potential Loyalists
15656,45,47,748.5,3,3,3,333,Potential Loyalists
15657,23,1,30.0,2,1,1,211,Inactive
15658,190,48,1024.1000000000001,5,3,4,534,Potential Loyalists
15659,44,11,306.45,3,1,2,312,Inactive
15660,25,90,1600.86,2,4,4,244,Potential Loyalists
15661,317,5,309.8,5,1,2,512,Inactive
15663,106,9,138.14,4,1,1,411,Inactive
15664,51,17,386.43,3,2,2,322,Inactive
15665,168,115,2222.21,4,4,5,445,VIP
15667,40,13,301.32,3,1,2,312,Inactive
15668,218,1,76.32000000000001,5,1,1,511,Inactive
15669,40,33,684.34,3,3,3,333,Potential Loyalists
15670,297,12,173.05,5,1,1,511,Inactive
15671,19,78,2657.13,2,4,5,245,Potential Loyalists
15673,88,138,2726.23,4,5,5,455,VIP
15674,73,114,2446.6,4,4,5,445,VIP
15675,81,21,323.69,4,2,2,422,Inactive
15676,19,202,3435.76,2,5,5,255,Potential Loyalists
15677,49,33,657.23,3,3,3,333,Potential Loyalists
15678,53,12,352.7,3,1,2,312,Inactive
15679,24,110,781.28,2,4,3,243,Potential Loyalists
15680,9,78,1333.68,1,4,4,144,Inactive
15681,25,53,1426.16,2,3,4,234,Potential Loyalists
15683,117,10,193.75,4,1,1,411,Inactive
15687,9,166,2993.1,1,5,5,155,Inactive
15689,120,9,254.1,4,1,2,412,Inactive
15690,4,19,239.76,1,2,1,121,Inactive
15691,252,2,136.8,5,1,1,511,Inactive
15692,28,12,191.04,2,1,1,211,Inactive
15694,1,78,6479.4,1,4,5,145,Inactive
15695,267,22,409.98,5,2,2,522,Inactive
15696,33,168,2711.11,2,5,5,255,Potential Loyalists
15699,18,18,309.65,2,2,2,222,Inactive
15700,172,86,696.68,4,4,3,443,Consistent Buyers
15701,2,230,1529.0,1,5,4,154,Inactive
15703,265,5,211.5,5,1,1,511,Inactive
15704,140,117,2293.62,4,4,5,445,VIP
15705,201,6,143.1,5,1,1,511,Inactive
15706,64,55,1060.56,3,3,4,334,Potential Loyalists
15707,35,205,916.98,3,5,3,353,Consistent Buyers
15708,41,273,3235.25,3,5,5,355,Consistent Buyers
15709,284,6,133.25,5,1,1,511,Inactive
15712,9,53,1072.3600000000001,1,3,4,134,Inactive
15713,143,19,356.7,4,2,2,422,Inactive
15714,12,34,330.03000000000003,1,3,2,132,Inactive
15716,146,117,1101.1100000000001,4,4,4,444,VIP
15717,234,7,150.3,5,1,1,511,Inactive
15719,33,931,5030.07,2,5,5,255,Potential Loyalists
15720,24,128,598.73,2,5,3,253,Potential Loyalists
15721,12,84,471.40000000000003,1,4,2,142,Inactive
15722,36,67,2211.21,3,4,5,345,Consistent Buyers
15723,365,38,190.7,5,3,1,531,Inactive
15724,201,11,218.25,5,1,1,511,Inactive
15725,15,32,415.25,2,3,2,232,Potential Loyalists
15727,17,301,5159.06,2,5,5,255,Potential Loyalists
15729,213,5,85.0,5,1,1,511,Inactive
15730,66,70,1120.88,3,4,4,344,Consistent Buyers
15732,212,14,294.12,5,2,2,522,Inactive
15733,283,10,162.3,5,1,1,511,Inactive
15734,115,26,1339.45,4,2,4,424,Inactive
15737,15,71,1188.1200000000001,2,4,4,244,Potential Loyalists
15738,19,173,4812.42,2,5,5,255,Potential Loyalists
15739,66,8,449.12,3,1,2,312,Inactive
15740,49,9,154.88,3,1,1,311,Inactive
15743,16,86,775.96,2,4,3,243,Potential Loyalists
15744,78,3,34.8,4,1,1,411,Inactive
15745,19,62,1094.59,2,4,4,244,Potential Loyalists
15746,134,28,196.88,4,2,1,421,Inactive
15747,13,90,946.64,1,4,4,144,Inactive
15748,40,20,144.36,3,2,1,321,Inactive
15749,235,10,44534.3,5,1,5,515,Inactive
15750,3,291,2463.05,1,5,5,155,Inactive
15752,40,405,2626.6,3,5,5,355,Consistent Buyers
15753,305,1,79.2,5,1,1,511,Inactive
15754,51,28,458.57,3,2,2,322,Inactive
15755,10,141,2364.25,1,5,5,155,Inactive
15756,61,191,528.01,3,5,3,353,Consistent Buyers
15757,66,45,714.42,3,3,3,333,Potential Loyalists
15758,25,9,205.25,2,1,1,211,Inactive
15759,218,7,253.04,5,1,2,512,Inactive
15762,65,37,583.75,3,3,3,333,Potential Loyalists
15763,32,61,1086.92,2,4,4,244,Potential Loyalists
15764,88,180,3279.97,4,5,5,455,VIP
15766,64,11,315.06,3,1,2,312,Inactive
15768,116,27,621.8299999999999,4,2,3,423,Inactive
15769,7,130,56252.72,1,5,5,155,Inactive
15773,6,10,635.6800000000001,1,1,3,113,Inactive
15774,69,25,270.8,3,2,2,322,Inactive
15775,245,7,104.9,5,1,1,511,Inactive
15776,133,18,241.62,4,2,1,421,Inactive
15777,241,21,1047.11,5,2,4,524,Inactive
15780,184,29,475.28000000000003,5,3,2,532,Potential Loyalists
15781,25,20,345.46,2,2,2,222,Inactive
15782,10,43,2614.7400000000002,1,3,5,135,Inactive
15783,11,14,246.3,1,2,1,121,Inactive
15785,33,83,2328.9700000000003,2,4,5,245,Potential Loyalists
15786,46,266,4919.0,3,5,5,355,Consistent Buyers
15787,26,200,933.26,2,5,4,254,Potential Loyalists
15789,358,25,351.3,5,2,2,522,Inactive
15790,10,34,218.75,1,3,1,131,Inactive
15791,44,75,1612.69,3,4,4,344,Consistent Buyers
15793,15,12,965.61,2,1,4,214,Inactive
15795,150,42,610.01,4,3,3,433,Potential Loyalists
15796,1,132,2708.61,1,5,5,155,Inactive
15797,113,8,2207.4,4,1,5,415,Inactive
15799,76,98,884.14,4,4,3,443,Consistent Buyers
15800,107,117,696.89,4,4,3,443,Consistent Buyers
15801,46,64,1063.95,3,4,4,344,Consistent Buyers
15802,143,1,451.42,4,1,2,412,Inactive
15803,51,8,415.82000000000005,3,1,2,312,Inactive
15804,1,263,4206.39,1,5,5,155,Inactive
15805,23,299,5488.18,2,5,5,255,Potential Loyalists
15806,46,31,784.58,3,3,3,333,Potential Loyalists
15807,50,48,903.9,3,3,3,333,Potential Loyalists
15808,306,195,3651.27,5,5,5,555,VIP
15809,36,35,515.77,3,3,3,333,Potential Loyalists
15810,79,89,1391.98,4,4,4,444,VIP
15811,22,133,2218.62,2,5,5,255,Potential Loyalists
15812,107,41,1801.14,4,3,4,434,Potential Loyalists
15813,208,40,1303.9099999999999,5,3,4,534,Potential Loyalists
15814,17,72,1945.33,2,4,4,244,Potential Loyalists
15815,64,49,2100.6,3,3,5,335,Potential Loyalists
15819,49,123,1905.45,3,5,4,354,Consistent Buyers
15820,320,17,206.98,5,2,1,521,Inactive
15821,44,62,570.96,3,4,3,343,Consistent Buyers
15822,3,33,885.47,1,3,3,133,Inactive
15823,372,1,15.0,5,1,1,511,Inactive
15825,172,20,532.94,4,2,3,423,Inactive
15826,56,68,1654.31,3,4,4,344,Consistent Buyers
15827,73,115,1836.0900000000001,4,4,4,444,VIP
15829,99,51,636.14,4,3,3,433,Potential Loyalists
15830,38,39,576.0,3,3,3,333,Potential Loyalists
15831,58,66,794.64,3,4,3,343,Consistent Buyers
15832,254,54,836.79,5,3,3,533,Potential Loyalists
15834,70,269,2225.15,3,5,5,355,Consistent Buyers
15835,44,50,954.09,3,3,4,334,Potential Loyalists
15836,50,10,137.37,3,1,1,311,Inactive
15837,65,24,391.98,3,2,2,322,Inactive
15838,11,167,33643.08,1,5,5,155,Inactive
15839,33,62,1048.49,2,4,4,244,Potential Loyalists
15840,59,27,355.56,3,2,2,322,Inactive
15841,73,47,1224.06,4,3,4,434,Potential Loyalists
15843,304,8,118.95000000000002,5,1,1,511,Inactive
15844,46,11,130.73999999999998,3,1,1,311,Inactive
15845,18,138,3711.77,2,5,5,255,Potential Loyalists
15847,38,22,389.27,3,2,2,322,Inactive
15850,19,93,234.88,2,4,1,241,Inactive
15852,187,22,160.71,5,2,1,521,Inactive
15853,52,30,110.8,3,3,1,331,Inactive
15854,4,138,2969.12,1,5,5,155,Inactive
15855,137,80,712.24,4,4,3,443,Consistent Buyers
15856,4,628,16143.64,1,5,5,155,Inactive
15857,19,14,297.0,2,2,2,222,Inactive
15858,16,188,1427.57,2,5,4,254,Potential Loyalists
15860,41,139,965.16,3,5,4,354,Consistent Buyers
15861,12,540,3146.92,1,5,5,155,Inactive
15862,8,147,832.88,1,5,3,153,Inactive
15863,26,18,68.84,2,2,1,221,Inactive
15864,22,20,1936.3200000000002,2,2,4,224,Inactive
15865,41,40,895.13,3,3,3,333,Potential Loyalists
15866,101,43,211.89,4,3,1,431,Inactive
15867,5,459,3810.14,1,5,5,155,Inactive
15869,277,15,149.64,5,2,1,521,Inactive
15870,33,74,351.44,2,4,2,242,Potential Loyalists
15872,15,108,316.25,2,4,2,242,Potential Loyalists
15874,64,120,4405.88,3,5,5,355,Consistent Buyers
15877,2,126,490.33,1,5,3,153,Inactive
15880,369,96,329.03000000000003,5,4,2,542,Potential Loyalists
15881,312,29,501.39000000000004,5,3,3,533,Potential Loyalists
15882,199,23,516.36,5,2,3,523,Inactive
15883,2,49,396.48,1,3,2,132,Inactive
15885,93,18,379.35,4,2,2,422,Inactive
15886,60,12,181.09,3,1,1,311,Inactive
15888,81,12,168.31,4,1,1,411,Inactive
15889,157,85,420.07,4,4,2,442,Potential Loyalists
15891,227,60,511.68,5,4,3,543,Consistent Buyers
15894,253,37,258.25,5,3,2,532,Potential Loyalists
15895,150,11,179.17,4,1,1,411,Inactive
15897,194,22,208.59,5,2,1,521,Inactive
15898,1,84,1383.83,1,4,4,144,Inactive
15899,369,4,56.25,5,1,1,511,Inactive
15900,24,47,337.28,2,3,2,232,Potential Loyalists
15901,17,111,351.73,2,4,2,242,Potential Loyalists
15903,10,74,5126.76,1,4,5,145,Inactive
15904,8,30,164.68,1,3,1,131,Inactive
15906,20,150,1567.69,2,5,4,254,Potential Loyalists
15907,4,226,882.72,1,5,3,153,Inactive
15909,174,7,191.94,4,1,1,411,Inactive
15910,1,266,1228.88,1,5,4,154,Inactive
15912,178,19,264.62,4,2,2,422,Inactive
15916,16,151,1502.8600000000001,2,5,4,254,Potential Loyalists
15917,248,12,123.1,5,1,1,511,Inactive
15918,191,40,334.23,5,3,2,532,Potential Loyalists
15919,20,122,525.69,2,5,3,253,Potential Loyalists
15920,154,60,167.5,4,4,1,441,Inactive
15921,173,24,323.03000000000003,4,2,2,422,Inactive
15922,373,11,369.5,5,1,2,512,Inactive
15923,373,21,127.08,5,2,1,521,Inactive
15925,194,12,207.15,5,1,1,511,Inactive
15930,67,21,426.63,3,2,2,322,Inactive
15932,4,115,2495.87,1,4,5,145,Inactive
15933,21,74,1107.46,2,4,4,244,Potential Loyalists
15935,239,12,416.86,5,1,2,512,Inactive
15937,64,7,145.35,3,1,1,311,Inactive
15938,112,18,404.58,4,2,2,422,Inactive
15939,90,76,6115.01,4,4,5,445,VIP
15940,311,1,35.8,5,1,1,511,Inactive
15942,134,14,337.44,4,2,2,422,Inactive
15944,277,6,325.1,5,1,2,512,Inactive
15945,365,2,181.0,5,1,1,511,Inactive
15947,83,29,1708.24,4,3,4,434,Potential Loyalists
15948,8,60,955.24,1,4,4,144,Inactive
15949,17,19,364.72,2,2,2,222,Inactive
15950,32,97,1744.71,2,4,4,244,Potential Loyalists
15951,9,41,708.22,1,3,3,133,Inactive
15952,34,84,781.91,3,4,3,343,Consistent Buyers
15953,15,97,1657.28,2,4,4,244,Potential Loyalists
15955,24,183,4416.26,2,5,5,255,Potential Loyalists
15957,32,42,428.89,2,3,2,232,Potential Loyalists
15958,74,7,104.35,4,1,1,411,Inactive
15963,20,28,470.76,2,2,2,222,Inactive
15965,17,111,808.87,2,4,3,243,Potential Loyalists
15967,23,80,397.68,2,4,2,242,Potential Loyalists
15969,3,20,666.1,1,2,3,123,Inactive
15970,304,11,314.1,5,1,2,512,Inactive
15971,18,35,4199.85,2,3,5,235,Potential Loyalists
15973,367,4,307.82000000000005,5,1,2,512,Inactive
15974,39,176,3442.15,3,5,5,355,Consistent Buyers
15975,84,24,371.01,4,2,2,422,Inactive
15976,165,96,427.64,4,4,2,442,Potential Loyalists
15977,17,65,1054.73,2,4,4,244,Potential Loyalists
15978,77,49,1098.78,4,3,4,434,Potential Loyalists
15980,89,43,2398.86,4,3,5,435,Potential Loyalists
15981,25,97,3408.48,2,4,5,245,Potential Loyalists
15983,22,112,1465.12,2,4,4,244,Potential Loyalists
15984,3,258,2780.63,1,5,5,155,Inactive
15985,123,37,1142.42,4,3,4,434,Potential Loyalists
15986,30,14,168.12,2,2,1,221,Inactive
15987,12,128,1432.77,1,5,4,154,Inactive
15988,19,26,156.78,2,2,1,221,Inactive
15990,44,52,792.11,3,3,3,333,Potential Loyalists
15992,4,3,41.989999999999995,1,1,1,111,Inactive
15993,9,543,2777.67,1,5,5,155,Inactive
15994,55,32,414.27,3,3,2,332,Potential Loyalists
15996,88,127,1032.58,4,5,4,454,VIP
15998,37,504,3080.22,3,5,5,355,Consistent Buyers
16000,3,9,12393.7,1,1,5,115,Inactive
16003,30,103,2735.37,2,4,5,245,Potential Loyalists
16005,12,201,578.71,1,5,3,153,Inactive
16006,211,8,101.4,5,1,1,511,Inactive
16007,48,381,1693.81,3,5,4,354,Consistent Buyers
16008,24,33,478.78,2,3,2,232,Potential Loyalists
16009,22,82,972.11,2,4,4,244,Potential Loyalists
16010,246,79,392.4,5,4,2,542,Potential Loyalists
16011,8,210,3352.96,1,5,5,155,Inactive
16012,35,94,1415.29,3,4,4,344,Consistent Buyers
16013,4,139,37130.6,1,5,5,155,Inactive
16014,38,138,646.83,3,5,3,353,Consistent Buyers
16015,4,181,704.55,1,5,3,153,Inactive
16016,3,224,1465.51,1,5,4,154,Inactive
16017,47,32,211.88,3,3,1,331,Inactive
16018,39,28,408.90000000000003,3,2,2,322,Inactive
16019,47,160,3786.2400000000002,3,5,5,355,Consistent Buyers
16020,17,46,851.01,2,3,3,233,Potential Loyalists
16022,260,71,602.63,5,4,3,543,Consistent Buyers
16023,46,101,719.81,3,4,3,343,Consistent Buyers
16024,12,63,251.03,1,4,2,142,Inactive
16025,30,28,439.65999999999997,2,2,2,222,Inactive
16026,43,32,236.09,3,3,1,331,Inactive
16027,92,16,934.62,4,2,4,424,Inactive
16029,39,241,80850.84,3,5,5,355,Consistent Buyers
16030,310,29,331.24,5,3,2,532,Potential Loyalists
16031,92,98,547.9,4,4,3,443,Consistent Buyers
16033,6,1128,8778.82,1,5,5,155,Inactive
16034,196,22,437.7,5,2,2,522,Inactive
16036,87,55,758.92,4,3,3,433,Potential Loyalists
16037,270,39,855.02,5,3,3,533,Potential Loyalists
16038,8,26,471.78000000000003,1,2,2,122,Inactive
16040,65,65,1313.55,3,4,4,344,Consistent Buyers
16041,31,6,3166.4,2,1,5,215,Inactive
16042,22,70,1177.47,2,4,4,244,Potential Loyalists
16043,38,39,773.99,3,3,3,333,Potential Loyalists
16045,120,83,1340.7,4,4,4,444,VIP
16048,373,8,256.44,5,1,2,512,Inactive
16049,40,299,1074.81,3,5,4,354,Consistent Buyers
16050,174,10,137.9,4,1,1,411,Inactive
16052,54,34,362.06,3,3,2,332,Potential Loyalists
16053,33,84,1511.95,2,4,4,244,Potential Loyalists
16054,145,70,783.9,4,4,3,443,Consistent Buyers
16055,221,8,134.8,5,1,1,511,Inactive
16056,45,66,650.75,3,4,3,343,Consistent Buyers
16057,16,121,2263.12,2,5,5,255,Potential Loyalists
16059,66,178,1453.16,3,5,4,354,Consistent Buyers
16062,10,64,1153.62,1,4,4,144,Inactive
16063,260,23,335.32,5,2,2,522,Inactive
16065,365,73,367.14,5,4,2,542,Potential Loyalists
16066,17,101,1521.04,2,4,4,244,Potential Loyalists
